assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
157563361,157146680,Actinodaphne andamanica,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Actinodaphne,andamanica,,,,M.Gangop.,Vulnerable,D2,3.1,Unknown,Global
157563506,157150683,Actinodaphne longipes,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Actinodaphne,longipes,,,,Kosterm.,Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,Global
158892410,158847184,Vitex wimberleyi,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Vitex,wimberleyi,,,,Kurz,Endangered,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",3.1,Decreasing,Global
159054357,159051467,Callicarpa moldenkeana,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Callicarpa,moldenkeana,,,,A.Rajendran &amp; P.Daniel,Endangered,"B1ab(i,ii,iii,iv)+2ab(i,ii,iii,iv)",3.1,Unknown,Global
159443752,159074166,Cryptocarya andamanica,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Cryptocarya,andamanica,,,,Hook.f.,Vulnerable,D2,3.1,Unknown,Global
159443782,159079094,Cryptocarya balakrishnanii,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Cryptocarya,balakrishnanii,,,,M.Gangop. &amp; Chakrab.,Endangered,B2ab(iii),3.1,Unknown,Global
159443812,159079733,Cryptocarya burkillii,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Cryptocarya,burkillii,,,,M.Gangop.,Critically Endangered,B2ab(iii),3.1,Unknown,Global
159443837,159080036,Cryptocarya cavei,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Cryptocarya,cavei,,,,M.Gangop. &amp; Chakrab.,Critically Endangered,B2ab(iii),3.1,Unknown,Global
159443877,159080601,Cryptocarya dekae,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Cryptocarya,dekae,,,,M.Gangop.,Endangered,B2ab(iii),3.1,Unknown,Global
159443962,159103471,Cryptocarya insularis,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Cryptocarya,insularis,,,,Vasudeva Rao &amp; Chakrab.,Vulnerable,D2,3.1,Unknown,Global
159444007,159104035,Cryptocarya lawsonii,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Cryptocarya,lawsonii,,,,Gamble,Vulnerable,C2a(i),3.1,Decreasing,Global
159444152,159121187,Cryptocarya simonsii,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Cryptocarya,simonsii,,,,M.Gangop.,Critically Endangered,B2ab(iii),3.1,Unknown,Global
166095955,54478,Ghatophryne ornata,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Ghatophryne,ornata,,,,"(Günther, 1876)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166096204,54584,Duttaphrynus beddomii,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Duttaphrynus,beddomii,,,,"(Günther, 1876)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166096349,54593,Duttaphrynus brevirostris,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Duttaphrynus,brevirostris,,,,"(Rao, 1937)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166096562,54684,Beduka koynayensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Beduka,koynayensis,,,,"(Soman, 1963)",Endangered,B1ab(iii),3.1,Decreasing,Global
166098755,58203,Amolops chakrataensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Amolops,chakrataensis,,,,"Ray, 1992",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
166099369,58273,Minervarya keralensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DICROGLOSSIDAE,Minervarya,keralensis,,,,"(Dubois, 1981)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166100666,197660098,Indirana beddomii,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIXALIDAE,Indirana,beddomii,,,,"(Günther, 1876)",Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
166101287,58312,Walkerana leptodactyla,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIXALIDAE,Walkerana,leptodactyla,,,,"(Boulenger, 1882)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166101476,58314,Walkerana phrynoderma,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIXALIDAE,Walkerana,phrynoderma,,,,"(Boulenger, 1882)",Endangered,B1ab(iii),3.1,Decreasing,Global
166102173,58377,Micrixalus elegans,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICRIXALIDAE,Micrixalus,elegans,,,,"(Rao, 1937)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166102249,58379,Micrixalus gadgili,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICRIXALIDAE,Micrixalus,gadgili,,,,"Pillai &amp; Pattabiraman, 1990",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166102352,58383,Micrixalus phyllophilus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICRIXALIDAE,Micrixalus,phyllophilus,,,,"(Jerdon, 1853)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166102455,58385,Micrixalus silvaticus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICRIXALIDAE,Micrixalus,silvaticus,,,,"(Boulenger, 1882)",Endangered,B1ab(iii),3.1,Unknown,Global
166102542,58387,Micrixalus thampii,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICRIXALIDAE,Micrixalus,thampii,,,,"Pillai, 1981",Endangered,B1ab(iii),3.1,Decreasing,Global
166102719,58395,Nyctibatrachus aliciae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,NYCTIBATRACHIDAE,Nyctibatrachus,aliciae,,,,"Inger, Shaffer, Koshy &amp; Bakde, 1984",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166102930,58399,Nyctibatrachus karnatakaensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,NYCTIBATRACHIDAE,Nyctibatrachus,karnatakaensis,,,,"Dinesh, Radhakrishnan, Manjunatha Reddy &amp; Gururaja, 2007",Endangered,B1ab(iii),3.1,Decreasing,Global
166103114,58401,Nyctibatrachus major,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,NYCTIBATRACHIDAE,Nyctibatrachus,major,,,,"Boulenger, 1882",Endangered,B1ab(iii),3.1,Decreasing,Global
166103238,58402,Nyctibatrachus minor,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,NYCTIBATRACHIDAE,Nyctibatrachus,minor,,,,"Inger, Shaffer, Koshy and Bakde, 1984",Endangered,B1ab(iii),3.1,Decreasing,Global
166103339,58403,Nyctibatrachus sanctipalustris,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,NYCTIBATRACHIDAE,Nyctibatrachus,sanctipalustris,,,,"Rao, 1920",Endangered,B1ab(iii),3.1,Decreasing,Global
166103461,58404,Nyctibatrachus sylvaticus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,NYCTIBATRACHIDAE,Nyctibatrachus,sylvaticus,,,,"Rao, 1937",Endangered,B1ab(iii),3.1,Unknown,Global
166104490,58571,Ingerana charlesdarwini,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DICROGLOSSIDAE,Ingerana,charlesdarwini,,,,"(Das, 1998)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166105738,58788,Chirixalus dudhwaensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Chirixalus,dudhwaensis,,,,"Ray, 1992",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166106548,58829,Raorchestes chalazodes,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,chalazodes,,,,"(Günther, 1876)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166106955,58847,Raorchestes glandulosus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,glandulosus,,,,"(Jerdon, 1853)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166107068,58849,Raorchestes griet,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,griet,,,,"(Bossuyt, 2002)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166107469,58876,Philautus namdaphaensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Philautus,namdaphaensis,,,,"Sarkar &amp; Sanyal, 1985",Vulnerable,B2ab(iii),3.1,Decreasing,Global
166107945,58903,Raorchestes signatus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,signatus,,,,"(Boulenger, 1882)",Endangered,B1ab(iii),3.1,Decreasing,Global
166108604,58926,Raorchestes tinniens,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,tinniens,,,,"(Jerdon, 1853)",Endangered,B1ab(iii),3.1,Decreasing,Global
166108743,58927,Raorchestes travancoricus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,travancoricus,,,,"(Boulenger, 1891)",Endangered,B1ab(iii),3.1,Decreasing,Global
166109531,58983,Rhacophorus calcadensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Rhacophorus,calcadensis,,,,"Ahl, 1927",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166109981,59027,Ghatixalus variabilis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Ghatixalus,variabilis,,,,"(Jerdon, 1854)",Endangered,B1ab(iii),3.1,Decreasing,Global
166111992,61850,Uperodon assamensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Uperodon,assamensis,,,,"(Das, Sengupta, Ahmed &amp; Dutta, 2005)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166112244,61885,Raorchestes nerostagona,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,nerostagona,,,,"(Biju &amp; Bossuyt, 2005)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166112666,135879,Megophrys zunhebotoensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,zunhebotoensis,,,,"(Mathew &amp; Sen, 2007)",Endangered,B1ab(iii),3.1,Decreasing,Global
166113102,136045,Nyctibatrachus minimus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,NYCTIBATRACHIDAE,Nyctibatrachus,minimus,,,,"Biju, Van Bocxlaer, Giri, Roelants, Nagaraju &amp; Bossuyt, 2007",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166113212,136049,Minervarya nicobariensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DICROGLOSSIDAE,Minervarya,nicobariensis,,,,"(Stoliczka, 1870)",Vulnerable,B1ab(iii),3.1,Stable,Global
166113999,158638,Amolops assamensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Amolops,assamensis,,,,"Sengupta, Hussain, Choudhury, Gogoi, Ahmed &amp; Choudhury, 2008",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166114332,173018,Nyctibatrachus dattatreyaensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,NYCTIBATRACHIDAE,Nyctibatrachus,dattatreyaensis,,,,"Dinesh, Radhakrishnan &amp; Bhatta, 2008",Endangered,B1ab(iii),3.1,Decreasing,Global
166114872,186160,Raorchestes chotta,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,chotta,,,,"(Biju &amp; Bossuyt, 2009)",Endangered,B1ab(iii),3.1,Decreasing,Global
166115005,186161,Raorchestes coonoorensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,coonoorensis,,,,"(Biju &amp; Bossuyt, 2009)",Endangered,B1ab(iii),3.1,Decreasing,Global
166115130,186163,Raorchestes kaikatti,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,kaikatti,,,,"(Biju &amp; Bossuyt, 2009)",Endangered,B1ab(iii),3.1,Decreasing,Global
166115426,186165,Raorchestes marki,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,marki,,,,"(Biju &amp; Bossuyt, 2009)",Critically Endangered,B1ab(iii),3.1,Decreasing,Global
166115575,186166,Raorchestes sushili,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,sushili,,,,"(Biju &amp; Bossuyt, 2009)",Endangered,B1ab(iii),3.1,Decreasing,Global
166115729,187830,Raorchestes chromasynchysi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Raorchestes,chromasynchysi,,,,"(Biju &amp; Bossuyt, 2009)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166115894,189700,Beduka amboli,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Beduka,amboli,,,,"Dubois, Ohler &amp; Pyron, 2021",Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
166116623,78521208,Nyctibatrachus kumbara,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,NYCTIBATRACHIDAE,Nyctibatrachus,kumbara,,,,"Gururaja, Dinesh, Priti &amp; Ravikanth, 2014",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166116648,79080668,Megophrys oropedion,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,oropedion,,,,"Mahony, Teeling &amp; Biju, 2013",Endangered,B1ab(iii),3.1,Unknown,Global
166116653,79095367,Mercurana myristicapalustris,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Mercurana,myristicapalustris,,,,"Abraham, Pyron, Ansil, Zachariah &amp; Zachariah, 2013",Endangered,B1ab(iii),3.1,Decreasing,Global
166116673,79719834,Beddomixalus bijui,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RHACOPHORIDAE,Beddomixalus,bijui,,,,"(Zachariah, Dinesh, Radhakrishnan, Kunhikrishnan, Palot &amp; Vishnudas, 2011)",Endangered,B1ab(iii),3.1,Decreasing,Global
166116688,88368304,Megophrys vegrandis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,vegrandis,,,,"Mahony, Teeling, &amp; Biju, 2013",Endangered,B1ab(iii),3.1,Decreasing,Global
166116708,88378128,Nyctibatrachus anamallaiensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,NYCTIBATRACHIDAE,Nyctibatrachus,anamallaiensis,,,,"(Myers, 1942)",Endangered,B1ab(iii),3.1,Decreasing,Global
166116733,89183211,Indirana salelkari,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIXALIDAE,Indirana,salelkari,,,,"Modak, Dahanukar, Gosavi, &amp; Padhye, 2015",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166116920,121370882,Minervarya manoharani,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DICROGLOSSIDAE,Minervarya,manoharani,,,,"(Garg &amp; Biju, 2017)",Endangered,B1ab(iii),3.1,Decreasing,Global
166116971,165414176,Minervarya goemchi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,DICROGLOSSIDAE,Minervarya,goemchi,,,,"(Dinesh, Kulkarni, Swamy &amp; Deepak, 2018)",Endangered,B1ab(iii),3.1,Decreasing,Global
166156075,88369128,Micrixalus kottigeharensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICRIXALIDAE,Micrixalus,kottigeharensis,,,,"(Rao, 1937)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
166156380,88378424,Nyctibatrachus beddomii,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,NYCTIBATRACHIDAE,Nyctibatrachus,beddomii,,,,"(Boulenger, 1882)",Endangered,B1ab(iii),3.1,Decreasing,Global
166156541,88378891,Nyctibatrachus deccanensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,NYCTIBATRACHIDAE,Nyctibatrachus,deccanensis,,,,"Dubois, 1984",Endangered,B1ab(iii),3.1,Decreasing,Global
169055603,33608,Atuna travancorica,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,CHRYSOBALANACEAE,Atuna,travancorica,,,,(Bedd.) Kosterm.,Critically Endangered,A2c; C2a(i),3.1,Decreasing,Global
169056351,169056310,Calophyllum austroindicum,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,CALOPHYLLACEAE,Calophyllum,austroindicum,,,,Kosterm. ex P.F.Stevens,Vulnerable,A2cd,3.1,Stable,Global
169056798,169056377,Calophyllum pascalianum,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,CALOPHYLLACEAE,Calophyllum,pascalianum,,,,"B.R.Ramesh, Ayyappan &amp; De Franceschi",Critically Endangered,D,3.1,Unknown,Global
169056985,169056981,Capparis rheedei,PLANTAE,TRACHEOPHYTA,BRASSICALES,MAGNOLIOPSIDA,CAPPARACEAE,Capparis,rheedei,,,,DC.,Vulnerable,"A2c; B2ab(iii,v); C2a(i)",3.1,Decreasing,Global
169588922,31169,Hopea jacobi,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,DIPTEROCARPACEAE,Hopea,jacobi,,,,C.E.C.Fisch.,Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
169589096,33018,Hopea glabra,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,DIPTEROCARPACEAE,Hopea,glabra,,,,Wight &amp; Arn.,Endangered,C2a(i); D,3.1,Decreasing,Global
169589143,33022,Hopea racophloea,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,DIPTEROCARPACEAE,Hopea,racophloea,,,,Dyer,Endangered,C2a(i),3.1,Decreasing,Global
169589185,33023,Hopea utilis,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,DIPTEROCARPACEAE,Hopea,utilis,,,,(Bedd.) Bole,Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v); C2a(i); D",3.1,Decreasing,Global
169589635,169578317,Reinwardtiodendron anamalaiense,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,MELIACEAE,Reinwardtiodendron,anamalaiense,,,,(Bedd.) Mabb.,Vulnerable,A2c,3.1,Decreasing,Global
172581635,172580995,Alseodaphnopsis petiolaris,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Alseodaphnopsis,petiolaris,,,,(Meisn.) H.W.Li &amp; J.Li,Vulnerable,B2ab(iii),3.1,Unknown,Global
172607067,172587745,Dehaasia assamica,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Dehaasia,assamica,,,,Kosterm.,Critically Endangered,B2ab(iii),3.1,Unknown,Global
172913103,172738069,Lindera andamanica,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Lindera,andamanica,,,,"Chakrab., Lakra &amp; Diwakar",Vulnerable,D2,3.1,Unknown,Global
173472237,31185,Cynometra bourdillonii,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Cynometra,bourdillonii,,,,Gamble,Endangered,B2ab(iii),3.1,Unknown,Global
175597951,175597058,Machilus kingii,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Machilus,kingii,,,,Hook.f.,Endangered,B2ab(iii),3.1,Unknown,Global
175655465,175655434,Cryptocoryne sivadasanii,PLANTAE,TRACHEOPHYTA,ALISMATALES,LILIOPSIDA,ARACEAE,Cryptocoryne,sivadasanii,,,,Bogner,Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,Global
175746105,175615495,Phoebe angustifolia,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Phoebe,angustifolia,,,,Meisn.,Vulnerable,B2ab(iii),3.1,Unknown,Global
176691123,31275,Sloanea tomentosa,PLANTAE,TRACHEOPHYTA,OXALIDALES,MAGNOLIOPSIDA,ELAEOCARPACEAE,Sloanea,tomentosa,,,,(Benth.) Rehder &amp; E.H.Wilson,Endangered,C2a(i),3.1,Decreasing,Global
176691179,176680211,Antidesma khasianum,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PHYLLANTHACEAE,Antidesma,khasianum,,,,Hook.f.,Endangered,C2a(i),3.1,Decreasing,Global
176861755,176856760,Ormosia robusta,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Ormosia,robusta,,,,(Wight) Voigt,Critically Endangered,C2a(i),3.1,Decreasing,Global
176861795,176857958,Syzygium khasianum,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Syzygium,khasianum,,,,(Duthie) N.P.Balakr.,Critically Endangered,C2a(i),3.1,Decreasing,Global
177944173,177944137,Premna debiana,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Premna,debiana,,,,A.Rajendran &amp; P.Daniel,Endangered,B2ab(iii),3.1,Unknown,Global
177944419,177944393,Premna milleflora,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Premna,milleflora,,,,C.B.Clarke,Vulnerable,"B2ab(i,ii,iii,iv)",3.1,Unknown,Global
177969102,177962982,Dipcadi goaense,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ASPARAGACEAE,Dipcadi,goaense,,,,"Prabhug., U.S.Yadav &amp; Janarth.",Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
179054978,179054974,Dasymaschalon longiflorum,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,ANNONACEAE,Dasymaschalon,longiflorum,,,,(Roxb.) Finet &amp; Gagnep.,Vulnerable,B2ab(iii),3.1,Unknown,Global
179207816,179207814,Goniothalamus thwaitesii,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,ANNONACEAE,Goniothalamus,thwaitesii,,,,Hook.f. &amp; Thomson,Vulnerable,B2ab(iii),3.1,Unknown,Global
180593985,22693431,Calidris ferruginea,ANIMALIA,CHORDATA,CHARADRIIFORMES,AVES,SCOLOPACIDAE,Calidris,ferruginea,,,,"(Pontoppidan, 1763)",Vulnerable,A2bcd+4bcd,3.1,Decreasing,Global
181389582,181140345,Megophrys awuh,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,awuh,,,,"Mahony, Kamei, Teeling &amp; Biju, 2020",Vulnerable,B1ab(iii),3.1,Decreasing,Global
181391525,181141076,Megophrys dzukou,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,dzukou,,,,"Mahony, Kamei, Teeling &amp; Biju, 2020",Critically Endangered,B1ab(iii),3.1,Unknown,Global
181516499,181473105,Blythophryne beryet,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Blythophryne,beryet,,,,"Chandramouli, Vasudevan, Harikrishnan, Dutta, Janani, Sharma, Das &amp; Aggarwal, 2016",Vulnerable,B1ab(iii),3.1,Stable,Global
181893398,181140883,Megophrys numhbumaeng,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MEGOPHRYIDAE,Megophrys,numhbumaeng,,,,"Mahony, Kamei, Teeling &amp; Biju, 2020",Endangered,B1ab(iii),3.1,Decreasing,Global
185287991,176848640,Alphonsea zeylanica,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,ANNONACEAE,Alphonsea,zeylanica,,,,Hook.f. &amp; Thomson,Vulnerable,B2ab(iii),3.1,Unknown,Global
186884436,186884431,Pecteilis triflora,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Pecteilis,triflora,,,,(D.Don) Tang &amp; F.T.Wang,Critically Endangered,C2a(i),3.1,Decreasing,Global
186885121,184539455,Crepidium aphyllum,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Crepidium,aphyllum,,,,(King &amp; Pantl.) A.N.Rao,Endangered,B2ab(iii),3.1,Stable,Global
